target,window,key,donor_r,status,Tc,moment_err
AsZr,all,495,1.5730292257311251,ok,8.796809297881811,1.709743457922741e-14
AsZr,all,276,1.2002689769020587,ok,8.842400494352635,1.3877563542763482e-09
Se2V,0.05,147,1.5212991981750854,ok,11.34450840732714,2.3451773856209e-10
Se2V,0.05,792,1.4998417781302211,ok,11.457955121381932,9.992007221626409e-16
Se2V,0.05,298,1.546156860171355,ok,11.329838573613156,7.993605777301127e-15
Se2V,0.05,98,1.5274073571594127,ok,11.203678003672913,1.4982681761921413e-11
Se2V,0.05,717,1.503968082938417,ok,11.57726976892232,1.336419863662286e-11
Se2V,0.05,357,1.62683960160354,ok,11.220303815215424,1.9169776876992728e-11
Se2V,0.05,639,1.5507708726571419,ok,11.814921075088833,1.0654988003011567e-10
Se2V,0.05,54,1.5184273841127947,ok,11.190964147787462,3.774758283725532e-15
Se2V,0.05,545,1.5559622718193424,ok,11.244753538072061,1.4485092014737688e-09
Se2V,0.05,461,1.5920860236703889,ok,11.200744036930114,1.341149413747189e-13
Se2V,0.05,106,1.5614412208311628,ok,11.368958130183774,2.234212814755665e-12
Se2V,0.05,20,1.617458444836998,ok,11.186074203216133,9.992007221626409e-16
Se2V,0.05,624,1.5427943384390168,ok,11.233017671100875,2.644551244657123e-13
Se2V,0.05,224,1.639569113494013,ok,11.308322817499317,1.4432899320127035e-15
Se2V,0.05,247,1.6023410315738542,ok,11.343530418412872,4.440892098500626e-16
Se2V,0.05,522,1.5948177636208922,ok,10.948422897049621,1.0379475057220588e-12
Se2V,0.05,110,1.575061788917229,ok,11.206611970415707,2.6319613155578736e-11
Se2V,0.05,423,1.4870029114220686,ok,11.280939127899885,3.5704772471945034e-13
Se2V,0.05,213,1.5349021026957292,ok,11.894138177144338,3.6404212977458883e-13
Se2V,0.05,274,1.5026162195969461,ok,11.423725509382642,4.440892098500626e-16
Se2V,0.05,23,1.5082805379061974,ok,11.21052392607277,6.808280605952177e-10
Se2V,0.05,11,1.6041167302560164,ok,11.104901123332098,4.440892098500626e-16
Se2V,0.05,250,1.6241687379889747,ok,11.135218779674329,5.481393117179323e-12
Se2V,0.05,165,1.5011901098702691,ok,11.221281804129692,2.4424906541753444e-15
Se2V,0.05,236,1.5347393946965364,ok,11.189986158873197,8.916423155369557e-12
Se2V,0.05,432,1.5646356321412305,ok,11.111747045731956,1.1102230246251565e-15
Se2V,0.05,9,1.5422059283046299,ok,11.45013121006781,3.219646771412954e-15
Se2V,0.05,74,1.5519461116386573,ok,10.994388376020098,5.995204332975845e-15
Se2V,0.05,214,1.6340348762511054,ok,11.156734535788168,2.220446049250313e-16
Se2V,0.05,563,1.5592580295757577,ok,11.583137702407914,7.771561172376096e-15
Se2V,0.15,316,1.3487329521883222,tilt_failed,,
Se2V,0.15,20,1.617458444836998,ok,11.186074203216133,9.992007221626409e-16
Se2V,0.15,795,1.4578971675438661,ok,11.470668977267383,4.547162646417746e-11
Se2V,0.15,259,1.5415246566853025,ok,11.090231289618117,4.440892098500626e-16
Se2V,0.15,185,1.3619305641256603,tilt_failed,,
Se2V,0.15,631,1.5058878697718867,ok,11.302454884013724,2.9044766591823645e-11
Se2V,0.15,210,1.3993969673684326,tilt_failed,,
Se2V,0.15,712,1.356362350517843,tilt_failed,,
Se2V,0.15,360,1.4385159754291021,ok,11.31419075098491,5.186961971048731e-13
Se2V,0.15,732,1.409820015515751,tilt_failed,,
Se2V,0.15,265,1.390207366972563,ok,11.411989642411456,8.687517372152342e-11
Se2V,0.15,263,1.4034793707473983,tilt_failed,,
Se2V,0.15,698,1.367542812801651,tilt_failed,,
Se2V,0.15,577,1.6602213334994511,ok,10.993410387105833,3.3306690738754696e-15
Se2V,0.15,596,1.598968454006404,ok,11.087297322875319,4.9353632292081784e-11
Se2V,0.15,213,1.5349021026957292,ok,11.894138177144338,3.6404212977458883e-13
Se2V,0.15,454,1.359268164606965,ok,11.561621946294075,4.3076653355456074e-14
Se2V,0.15,432,1.5646356321412305,ok,11.111747045731956,1.1102230246251565e-15
Se2V,0.15,153,1.43422242156877,ok,11.226171748701017,4.440892098500626e-16
Se2V,0.15,511,1.3940162954417472,ok,11.33179455144169,4.5774939394505054e-11
Se2V,0.15,495,1.5730292257311251,ok,11.043287821733372,2.9753977059954195e-14
Se2V,0.15,624,1.5427943384390168,ok,11.233017671100875,2.644551244657123e-13
Se2V,0.15,740,1.4677068654234613,tilt_failed,,
Se2V,0.15,2,1.7162466041892894,ok,11.187052192130398,2.1094237467877974e-15
Se2V,0.15,390,1.4346304650873953,ok,11.085341345046789,8.053557820630886e-13
Se2V,0.15,113,1.5055184596021824,ok,11.409055675668661,6.644440553316144e-11
Se2V,0.15,788,1.3448207846155091,tilt_failed,,
Se2V,0.15,485,1.5024110348762156,ok,11.053067710876029,4.440892098500626e-16
Se2V,0.15,585,1.5604574008513528,ok,10.992432398191568,3.219646771412954e-14
Se2V,0.15,403,1.4433773730875004,tilt_failed,,
Se2V,0.40,86,1.6552762156375826,ok,10.926907140935779,1.4988010832439613e-14
Se2V,0.40,253,1.145372048940466,tilt_failed,,
Se2V,0.40,2,1.7162466041892894,ok,11.187052192130398,2.1094237467877974e-15
Se2V,0.40,441,1.141053082360812,tilt_failed,,
Se2V,0.40,167,1.437761502755005,ok,11.021772065619533,7.980283101005625e-13
Se2V,0.40,790,1.463730019930028,ok,11.523480378637721,4.211075932403219e-13
Se2V,0.40,203,1.1711131798216483,tilt_failed,,
Se2V,0.40,78,1.1109698597582736,tilt_failed,,
Se2V,0.40,715,1.1231288354600832,tilt_failed,,
Se2V,0.40,455,1.1165295419048638,tilt_failed,,
Se2V,0.40,779,1.1787220633211999,tilt_failed,,
Se2V,0.40,503,1.126419953921828,tilt_failed,,
Se2V,0.40,103,1.4789924766230378,ok,11.083385367218256,8.881784197001252e-15
Se2V,0.40,653,1.0708683112253563,tilt_failed,,
Se2V,0.40,699,1.3414247287486172,tilt_failed,,
Se2V,0.40,546,1.2035695009052403,tilt_failed,,
Se2V,0.40,260,1.1629476523510323,tilt_failed,,
Se2V,0.40,219,1.1421813151806643,tilt_failed,,
Se2V,0.40,94,1.1734459764579346,tilt_failed,,
Se2V,0.40,713,1.071347758063508,tilt_failed,,
Se2V,0.40,16,1.3560845507149728,tilt_failed,,
Se2V,0.40,486,1.0681606550782332,tilt_failed,,
Se2V,0.40,414,1.2210204093548858,ok,11.267247283100168,3.7162495303277865e-12
Se2V,0.40,99,1.349041702506478,ok,11.058935644361622,3.3306690738754696e-16
Se2V,0.40,400,1.251848147275931,tilt_failed,,
Se2V,0.40,541,1.3281704825123353,tilt_failed,,
Se2V,0.40,562,1.0504659159101686,tilt_failed,,
Se2V,0.40,158,1.2291977529804377,ok,11.237907615672203,4.440892098500626e-15
Se2V,0.40,227,1.2446412551586832,tilt_failed,,
Se2V,0.40,537,1.1916521869498526,tilt_failed,,
Se2V,all,318,1.5619313928759844,ok,11.20172202584438,1.6998403795653871e-09
Se2V,all,728,1.185661417883195,tilt_failed,,
Se2V,all,502,1.3294383485105485,tilt_failed,,
Se2V,all,675,1.162111940051532,tilt_failed,,
Se2V,all,564,1.2228748677795211,tilt_failed,,
Se2V,all,2,1.7162466041892894,ok,11.187052192130398,2.1094237467877974e-15
Se2V,all,404,1.0354218994671103,tilt_failed,,
Se2V,all,491,1.2202170726462003,tilt_failed,,
Se2V,all,633,1.3835459500754543,tilt_failed,,
Se2V,all,438,1.079207962602121,tilt_failed,,
Se2V,all,185,1.3619305641256603,tilt_failed,,
Se2V,all,801,1.2236251517407148,tilt_failed,,
Se2V,all,595,1.1108004815198855,tilt_failed,,
Se2V,all,217,1.166656266846943,tilt_failed,,
Se2V,all,326,1.2148807908770896,tilt_failed,,
Se2V,all,668,1.2798428607989982,tilt_failed,,
Se2V,all,620,1.1571634233029482,tilt_failed,,
Se2V,all,435,1.7627691213210244,ok,11.018838098876735,6.248597195224193e-10
Se2V,all,457,1.0850011837940292,tilt_failed,,
Se2V,all,464,1.0700449619782797,tilt_failed,,
Se2V,all,257,1.2394352500850188,tilt_failed,,
Se2V,all,15,1.1274910127681486,tilt_failed,,
Se2V,all,107,1.081495084123776,tilt_failed,,
Se2V,all,52,1.3362714590165126,tilt_failed,,
Se2V,all,367,1.2983283167696047,tilt_failed,,
Se2V,all,562,1.0504659159101686,tilt_failed,,
Se2V,all,213,1.5349021026957292,ok,11.894138177144338,3.6404212977458883e-13
Se2V,all,116,1.333078688177768,tilt_failed,,
Se2V,all,495,1.5730292257311251,ok,11.043287821733372,2.9753977059954195e-14
Se2V,all,276,1.2002689769020587,tilt_failed,,
