lambda,w_log,w_2,r,Tc_AD,n_donors_used,n_failed,Tc_min,Tc_max,spread_lnTc_empirical,range_lnTc,max_moment_err,measure,target
0.4689681433981032,21.07425730946907,22.265546945920107,1.0565281907190043,2.317089122591568,27,3,3.3710153563460246,3.3918046691524792,0.00147280362407019,0.006148138857367594,2.5363184996685106e-07,"empirical BETE-NET shapes, I-projected onto target moments",CrRh3
1.012085030346337,14.09374594703156,16.361237861756496,1.160886390548463,12.354425078152644,22,8,13.567132849877435,13.75036803627826,0.0031865299413396902,0.013415424440258408,4.10079692425569e-09,"empirical BETE-NET shapes, I-projected onto target moments",CoTi
0.8591682309359172,12.014062145949564,14.575283369318766,1.2131852817352617,7.904403841036297,20,10,8.787401590673547,8.870623615977426,0.002707963619524201,0.009426041759549874,3.7074548986382183e-09,"empirical BETE-NET shapes, I-projected onto target moments",AsZr
1.24959280990693,8.821060672713381,13.77356774582734,1.5614412208311628,10.682246914217036,5,25,11.018838098876735,11.894138177144338,0.03129139974257665,0.07643932610673905,1.6998403795653871e-09,"empirical BETE-NET shapes, I-projected onto target moments",Se2V
