key,formula,source_name,lam,w_log,w_2,w_ratio,w_max,Tc_AD,Tc_AD13,Tc_ME,Tc_ME13,ad_error,ad_error_mu13,secs
165,Co4TaZr,Zr1Ta1Co4_JVASP_102161,0.9270360065409416,10.887538136932996,16.34426457199919,1.5011901098702691,42.5503425584,8.310495629931317,6.948979468675819,7.96959654213592,6.7663620910530975,-0.04188538022479398,-0.026631224563163445,0.0874979496002197
166,Pt3Zn,Zn1Pt3_mp_30856,0.4243053212844422,11.03452731259178,12.84022548424949,1.163640736073686,25.4502856299,0.7529102645106547,0.364217085477387,0.7815665832529741,0.4291007573246042,0.03735429547037959,0.16394167836810566,0.4923727512359619
167,NaS2Ti,Na1Ti1S2_mp_7942,1.0396318799132789,11.105947776675878,15.967704164912115,1.437761502755005,51.1505080419,10.269995005634884,8.797290094438406,10.02919707782396,8.815718711298612,-0.023725990926018372,0.0020926150424872008,0.0987434387207031
168,In2Pt,In2Pt1_mp_22682,0.3154671021902521,11.120676688084624,13.007284847360488,1.1696486834562227,21.050200964,0.1007893909032235,0.0210448628369381,0.1103971659328286,0.030644916422272,0.09105136149295123,0.37581030505317137,3.714301109313965
169,SbSn,Sn1Sb1_mp_10635,0.5951919331533759,11.14312230445415,11.978371153570754,1.0749564463438346,16.3501105254,2.9625545758777787,2.0681502277956505,2.913111821894506,2.0472371616376384,-0.016830064094813746,-0.010163439889143627,0.0690584182739257
170,AlBaSi,Ba1Al1Si1_JVASP_17183,0.7882196265243774,11.164824208329614,15.204293638264602,1.361803227221554,51.5505157388,6.181499975361598,4.937297272278943,6.214248594003322,5.208899309367088,0.0052838591636928086,0.05355049784360501,0.1470658779144287
171,SeY,Y1Se1_mp_2637,0.658035240138098,11.167395350208158,13.105795103475648,1.1735767108156834,26.3503029479,3.9810840106781127,2.9476254079361817,3.967545203928263,3.037076667371631,-0.0034065797956409484,0.02989553044134015,0.0905399322509765
172,Se2Ti,Ti1Se2_mp_2194,0.8829598683344391,11.168901757264525,13.57368416767864,1.2153105527004917,39.7504247372,7.742237516952616,6.40393247130086,7.78604549619498,6.653293256456957,0.005642361802483955,0.03819970830834096,0.0851693153381347
173,Pt,Pt1_mp_126,0.4709271608268356,11.177569337093948,12.826122307154858,1.1474876084722654,24.5502683119,1.253583905617996,0.7053514366319307,1.2728548061145335,0.7780445420157649,0.015255683154373853,0.09808760420477965,0.2583706378936767
174,Ga2LiRh,Li1Ga2Rh1_mp_4913,0.6838966271849928,11.249900094976557,15.87509209005963,1.4111318283749357,51.650517663,4.458493325010992,3.362376931790568,4.431901908477716,3.5396178244413203,-0.005982072817486295,0.05137061807313241,0.1979641914367675
175,I2La2,La2I2_mp_22860,0.2215091257073769,11.293025330375624,12.07101133714884,1.0688908404978614,17.950141313,0.0008350046685607,3.548348412968315e-06,0.0,0.0,,,18.13414716720581
176,PdSc,Sc1Pd1_mp_2781,0.3793007168022473,11.369116749702076,15.65898512513658,1.3773264423154874,32.4502842687,0.409538182039474,0.158059884929794,0.4252228353850863,0.2025154897772112,0.037583210490493846,0.24784239658756027,1.418715000152588
177,Y2,Y_mp_112,0.596083811208783,11.37596366305364,12.316065664787216,1.08263932881456,19.1501644037,3.039178022479993,2.1236698803241456,3.0243719005268783,2.1587921954452067,-0.004883657780809682,0.016403228803549736,0.0790097713470459
178,CuY,Y1Cu1_mp_712,0.4190101362439363,11.386008263787534,13.36626139005133,1.1739198743217023,21.7502144336,0.7275071497362866,0.3444194010738878,0.7285614106486549,0.3791885552339931,0.0014480926589325715,0.09617348464635829,0.4157052040100097
179,Hf2,Hf_mp_103,0.48496867257989,11.390693804201662,12.464214948578809,1.0942454571100102,18.9501605552,1.4475973114580327,0.8437004138852844,1.4433352235662786,0.8796755549208997,-0.0029485924891503672,0.041755680169147665,0.1340172290802002
180,Pd4Sn4,Sn4Pd4_mp_2369,0.2624538675226963,11.406629145648695,13.562662873952515,1.1890158521657803,24.5406082621,0.0139783533986117,0.0008366539205031,0.0191426306905567,0.0,0.3144078740049009,,30.242279291152958
181,AlHfNi2,Hf1Al1Ni2_mp_5748,0.5927223347540382,11.410882715245885,14.867270794387077,1.3029027784610538,37.8503881769,3.008111897723804,2.0923021324726845,2.9876801586771005,2.2108313466663403,-0.0068153858377421606,0.05510366119294449,0.1857047080993652
182,BiNiZr,Zr1Ni1Bi1_mp_31452,0.5476131506349194,11.427951678701683,13.887380329007357,1.2152116774250383,24.7502721603,2.3163523547602987,1.519097765896276,2.257322294672956,1.5431775223859423,-0.025814402042070868,0.01572703336165195,0.14058518409729
